rPos_deg,AOTU002_a,AOTU002_c,AOTU005_3,AOTU015_4,AOTU016_a,AOTU016_c,AOTU019_7,AOTU025_8,AOTU026_9,AOTU027_10,LAL026_a,LAL027_12,LAL028_13,LAL029_e
95.5603448275862,2.72819309805499e-17,8.52560343142185e-18,0.193995613264462,0.206335418406072,0.158573049862981,0.00565820650234071,0.280559611358399,0.601016420702002,0.108867331268937,0.0566215788745415,0.239307098918955,0.203555048998514,0.307367042436002,0.174424638985774
95.948275862069,5.11536205885311e-17,8.52560343142185e-18,0.193106895084884,0.205649039781947,0.158113876416296,0.0056378690409998,0.280228849178087,0.594424308607904,0.108003569789335,0.0560881358590327,0.238833950480634,0.202513612271747,0.306245361309313,0.178300915545291
96.3362068965517,5.11536205885311e-17,0,0.192136725349195,0.204896796197566,0.157617336086528,0.00562292232430254,0.280061073425577,0.587923378743659,0.107168081152095,0.0555486825342432,0.238235140590536,0.201371853065608,0.305234696925361,0.182606634297741
96.7241379310345,5.11536205885311e-17,2.69977441995025e-17,0.191144459627601,0.204044336044429,0.157104744089992,0.00560655504088641,0.280005622546427,0.581632488879703,0.106315118125946,0.0551042746744456,0.237579334311726,0.200222045809159,0.304297906223416,0.187124929743797
97.1120689655172,5.11536205885311e-17,1.84721407680807e-17,0.190189270429946,0.203145554537168,0.156676123690324,0.00558804672588262,0.279968217616884,0.576041909204603,0.105472466804842,0.0547011166139938,0.236909178412915,0.199122992071218,0.303456493121968,0.192147495126158
97.5,5.11536205885311e-17,1.84721407680807e-17,0.189229071930566,0.202135773174741,0.156190436696453,0.00557093250469959,0.279984120040295,0.57129289603154,0.104676756306707,0.054331827664141,0.236208440721058,0.19804111672525,0.302809003864728,0.197439338154014
97.8879310344828,2.72819309805499e-17,1.84721407680807e-17,0.18823127520901,0.200866356403112,0.155757805018661,0.00555163344084796,0.280050872960238,0.567107924088852,0.103938946098475,0.0539828908062429,0.23542529194355,0.196978021421705,0.302332149020317,0.20307466819865
98.2758620689655,2.72819309805499e-17,1.84721407680807e-17,0.187289603237318,0.199425793422353,0.155324493230928,0.00552872540152354,0.280151327638013,0.563755955733542,0.103226517259068,0.0537116207983925,0.234640794789998,0.195997050294826,0.302001148536032,0.209023699707502
98.6637931034483,2.72819309805499e-17,1.84721407680807e-17,0.186391880001175,0.197762123731302,0.154963253401148,0.00550408119271015,0.280374074251035,0.561233983214479,0.102612900476853,0.0532283521848382,0.233835816056551,0.195127277203131,0.301881095741594,0.215107713383468
99.051724137931,5.11536205885311e-17,8.52560343142185e-18,0.1855331364658,0.195950465213894,0.154679822219247,0.00547349442436213,0.280414979575657,0.559277255569793,0.10208585166525,0.0530567675450229,0.233011983249145,0.194333919772832,0.301992696979147,0.22111092478105
